No,user_name,text,label
983,hasillaut,"Memiliki persamaan dan permasalahan yang sama.
strategi : ICS , Portable Cold Storage / solar-powered cold storageâ€¦ https://t.co/ndoHWRjeX3",positif
984,iNews.id,"Usai divaksin, Edy Rahmayadi merasa kondisi fisiknya semakin sehat.

#Vaksin #Sumut #iNewsid 

https://t.co/5tFWuIJJlb",positif
985,Kita Sayang Pakde,Dengan ada nya kartu ini semua rakyat Indonesia akan kembali dijadwalkan untuk vaksinasi kedua dan semoga Allah SWTâ€¦ https://t.co/Fdp222P8DN,positif
986,kupas_tuntas.co,Pemerintah Provinsi Lampung menggelar kickoff atau vaksinasi Covid-19 untuk pertama kalinya. Vaksinasi yang diperunâ€¦ https://t.co/XBOwyIGSU6,positif
987,KVision,"#MNCBank #ProtokolKesehatan #HidupSehat #NewNormal
#Vaksinasi #3M #KenyamananKeamanan #JanganLengah #Covid_19

IGâ€¦ https://t.co/yFoJnZNmZD",positif
988,Pikiran Rakyat,"Usai Ditegur Banyak Pihak karena Langgar Prokes, Raffi Ahmad Minta Maaf dan Akui Kesalahannyaâ€¦ https://t.co/1G8oJOTm8L",positif
989,irwan koto,"sekarang vaksin udah gak dapat bubur kacang ijo tp dapat susu murni loh...
#Vaksin https://t.co/ALrvQAv2CR",positif
990,sultantv.co,"Saat dilakukan pengecekan kesehatan untuk vaksinasi Kamis (15/1), Walikota Serang, Syafrudin dinyatakan gagal untukâ€¦ https://t.co/3xBtU5hnNd",positif
991,Yudha Manggala P Putra,"Nggak sadar pernah terjangkit Covid-19, terus divaksin? Efeknya apa kira-kira?
â €â €â €â €â €â €â €â €â €
#Vaksin #vaksincovid19â€¦ https://t.co/uG2qgCEzKB",positif
992,Berita Covid,#Vaksinasi Covid-19 Perdana di Jawa Barat - Republika Online #Covid #Covid19 https://t.co/XwTIycefQd,positif
993,Berita Covid,"#Vaksinasi Covid-19 Dimulai, Grab Harap Para Mitra Jadi Bagian Sasaran Prioritas - https://t.co/1hFRey6UPt #Covidâ€¦ https://t.co/36tFIC7o2k",positif
994,kupas_tuntas.co,Pemerintah Provinsi Lampung telah selesai menggelar kickoff atau vaksinasi tahap pertama yang diperuntukkan kepadaâ€¦ https://t.co/OelRmmi4KN,positif
995,Sri Viral,"Mari lawan berita hoax tentang Vaksin Covid-19 dari orang"" yang suka nyinyir dan bertentangan dengan kebijakan Pemeâ€¦ https://t.co/i9u3ZYb0eU",positif
996,IniGresik,10 Warga Gresik Divaksin COVID-19 Perdana Pada 15 Januari #vaksin #gresik #news #inigresik https://t.co/yVZNQfCKCT,positif
997,Official RCTI,"MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihak tanpa terkecuali.

MNC Bank,â€¦ https://t.co/YuS6gcZF0B",positif
998,MNC Channels,"mencuci/membersihkan tangan.

MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihakâ€¦ https://t.co/gsKuQJWVSN",positif
999,MNC Trijaya 104.6 FM,"Sedang berlangsung siaran Trijaya Hot Topic Petang di Radio MNC Trijaya. 
â£#Vaksin #Vaccine #Sinovac #Covid19 

Kliâ€¦ https://t.co/EuLEFAtl1J",positif
1000,Diskominfo Jabar,"Sobat, ada beberapa informasi yang perlu kalian ketahui tentang vaksin nih~
.
Sebenarnya, berapa kali ya vaksin corâ€¦ https://t.co/7AXEcbEBwR",positif
1001,lukas cw ðŸ‡®ðŸ‡©,Saya siap di #Vaksin âœŠðŸ¤© https://t.co/axXRaj2aDy,positif
1002,Lembaga Survei KedaiKOPI,"Presiden Jokowi dan beberapa orang lainnya mendapatkan vaksinasi CoronaVac gelombang pertama. 

Lalu, siapa saja yaâ€¦ https://t.co/RUujNQgpXl",positif
1003,MNC Trijaya 104.6 FM,Bagaimana review vaksinasi yang dilakukan perdana pada tanggal 13 Januari 2020 yang dilakukan oleh Presiden Joko Wiâ€¦ https://t.co/SoBkAHxM2H,positif
1004,iNews.id,"Novelis dan vokalis band indie Sarasvati, Risa Saraswati, termasuk satu dari 10 orang yang menjalani suntik vaksinaâ€¦ https://t.co/rMMZXaUX28",positif
1005,MNC Trijaya 104.6 FM,Bagaimana proses vaksinasi dan reaksi yang dirasakan Dr. Tirta Mandira Hudhi setelah melakukan vaksin covid-19?â€¦ https://t.co/7ZTZjt6khd,positif
1006,Beepdo,"Video: Raffi Ahmad Hadiri Acara Setelah Vaksinasi, Ini Kata Ivan Gunawan https://t.co/Nqw9pD8xpFâ€¦ https://t.co/2yi4RaXHJ5",positif
1007,MNC Trijaya 104.6 FM,Apa pesan yang disampaikan Dr. Tirta Mandira Hudhi sebagai seorang relawan vaksinasi dan influencer untuk masyarakaâ€¦ https://t.co/yHlk97JrN7,positif
1008,@pujatvaceh,"Dinkes Aceh Utara Siapkan Ruangan Penyimpanan Vaksin Covid-19

https://t.co/p4iDV7bpMT

#pujatvaceh #pujatvâ€¦ https://t.co/dTAShXvKXj",positif
1009,Kabar Lambeh,"ANGGOTA DPR RIBKA Tjiptaning
Tak Mau di Vaksin,
Penolakan Vaksinasi Yang Tak Mendasar Dari Ribka Tak Perlu Di Dengaâ€¦ https://t.co/p6MsakdOb3",positif
1010,MNC Trijaya 104.6 FM,"Bagaimana proses sertifikasi halal Vaksin Sinovac yang dijalankan MUI? #Vaksin #Vaccine #Sinovac #Covid19 

Saksikaâ€¦ https://t.co/UhT1hHaRpI",positif
1011,Misbah Al Jawiyu,"Logika Sederhana:
#Vaksin itu bukan solusi.
Tapi sebagai ""Ikhtiar"" manusia dalam menghadapi wabah #COVIDãƒ¼19 

Ikhtiâ€¦ https://t.co/2rllqsyWkX",positif
1012,Mr._GoBs_,"Dikatakan kita tercipta dari tanah, lalu makan dari tanah, mati kembali ke taanah, lantas apa yang membuat manusiaâ€¦ https://t.co/Fb6xf9laSC",positif
1013,MNC Trijaya 104.6 FM,Bagaimana mengedukasi masyarakat mengenai Kejadian Ikutan Pasca Imunisasi menurut Dr. Siti Nadia Tarmizi? #Vaksinâ€¦ https://t.co/hg2CzceL0Z,positif
1014,BaBe - Baca Berita,Istana Segera Tegur Raffi Ahmad yang Keluyuran Usai Divaksin #RaffiAhmad #Vaksinasi #MencuciTangan #Vaksinâ€¦ https://t.co/vumAZEPr0V,positif
1015,LAPOR! 1708,"Jika Sahabat mempunyai aspirasi, aduan maupun permintaan informasi terkait pelaksanaan pemberian vaksin COVID-19 diâ€¦ https://t.co/Bfqx6oGw8y",positif
1016,sultantv.co,Ketua DPR-RI Puan Maharani berharap agar seluruh pemuka agama dapat turut menyukseskan kegiatan vaksinasi Covid19 yâ€¦ https://t.co/35DVXKGqUZ,positif
1017,Indonesia Baik,"Pada Selasa (12/1), bahan baku vaksin #COVID19 telah tiba di Indonesia.

Ini adalah kedatangan vaksin Sinovac yangâ€¦ https://t.co/tWPltx6Glf",positif
1018,Muhammadiyah,Di Muhammadiyah sendiri dalam melakukan analisa keilmuan terhadap vaksin tersebut dilakukan bertahap selama 2 hari.â€¦ https://t.co/xrff7i7pRc,positif
1019,Keciksejagat,"@jokowi Saya Mau Divaksin asal jika Semua akan kembali seperti semulaðŸ˜·
Untuk apa kalo divaksin kalau jika masih samâ€¦ https://t.co/268aBROaOw",positif
1020,kumparanMOM,"Perjuangan melawan virus corona tak akan mudah jika tidak dilakukan bersama-bersama. Yuk, #BersamaKitaVaksin agar pâ€¦ https://t.co/UnDc1wju2h",positif
1021,Bhayangkari PR Limpung,#Bhayangkarisiapdivaksincovid19 dan persiapkan dirimu untuk berpartisipasi dalam program vaksin COVID-19!â€¦ https://t.co/ucotV8YXxM,positif
1022,BaBe - Baca Berita,Ariel NOAH Disuntik Vaksin Corona Ditemani Ridwan Kamil #arielnoah #EfekSampingVaksin #Vaksin #RidwanKamilâ€¦ https://t.co/arsjtHkDaF,positif
1023,Lampung Post (Official),"Pemkot Bandar Lampung akan melaksanakan pemberian vaksin Covid-19, pada Jumat, 15 Januari 2021, pukul 08.30 WIBâ€¦ https://t.co/0VbFCX23Hn",positif
1024,DDTCNews,"Selain memperpanjang masa pemberlakuan 4 insentif PPh yang telah diatur dalam PP 29/2020, pemerintah juga memberikaâ€¦ https://t.co/UmXpIuK0sN",positif
1025,MNCTV,"MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihak tanpa terkecuali.

MNC Bank,â€¦ https://t.co/7pCuy0J3jd",positif
1026,Serambi Indonesia,"#Vaksin #VirusCorona #Covid-19 #NaganRaya |

Data yang telah masuk sebanyak 1.900 orang lebih nakes. 
https://t.co/xTZyxkVG5L",positif
1027,gopos.id,Gubernur Gorontalo Cek Kesiapan Lokasi Vaksinasi #Vaksin Covid19 https://t.co/MIsm1VaUS8,positif
1028,SampaiJauhcom,"â€œDengan ikut serta divaksin tindakan lebih nyata, silakan dilihat. Dan berita-berita (hoaks) beredar itu gak terbukâ€¦ https://t.co/GiVPwFIM6e",positif
1029,BaBe - Baca Berita,Raffi Ahmad Akui Efek yang Ia Rasakan Usai Divaksin #RaffiAhmad #RafatharMalikAhmad #NagitaSlavina #LoveisCintaâ€¦ https://t.co/pek8CuItcp,positif
1030,Rakyat Merdeka,"Update Data Perkembangan Virus Corona (Covid-19) 14 Januari 2021

#SatgasCovid19 #pakaimasker #jagajarakâ€¦ https://t.co/bxxjqjZgjI",positif
1031,VIVAcoid,Kapolsek Kebayoran Baru AKBP Supriyanto mengatakan akan melakukan pemanggilan kepada sejumlah artis di antaranya Raâ€¦ https://t.co/g5AnhefAw6,positif
1032,BaBe - Baca Berita,"Turki Resmi Setujui Vaksin buatan Sinovac, Langsung Vaksinasi Massal #Vaksin #EfekSampingVaksin #TenagaKesehatanâ€¦ https://t.co/C0oXZmvz9y",positif
1033,JAMSE_AW86,"Sukseskan vaksinasi
#sukseskanvaksinasi #covid_19 #corona #vaksin #vaksinasi #balikpapan #indonesia #borneoâ€¦ https://t.co/rRn7VDcgRe",positif
1034,suarabanyumas,Pemberian #vaksin Covid-19 di Kabupaten #Banyumas rencananya dijadwalkan masuk gelombong kedua di Jateng. Kemungkinâ€¦ https://t.co/NQPP9oFJjK,positif
1035,Ferro Sopacua,"vaksin hari pertama 

#vaccine #vaksin #vaksÃ¬ncovid19 #sinovac #bogor #kickoff #perdana #bogorlawancovid19â€¦ https://t.co/Opm3qG1uSH",positif
1036,Lampung Post (Official),"Bupati Pesawaran Dendi Ramadhona, menunda untuk menerima suntik vaksin sinovac.
#COVID19 #VaksinCovid19 #Vaksinâ€¦ https://t.co/aPLnQAG7NW",positif
1037,Pikiran Rakyat,"Pandemi Virus Corona: Bagaimana Sih Tahapan Vaksinasi Covid-19 di Indonesia?

https://t.co/4tlKWZfnHV

#pandemiâ€¦ https://t.co/3wTVREnqEr",positif
1038,TIMES INDONESIA,"Vokalis Band Noah, Ariel dan Risa Sarasvati, masuk dalam daftar 10 orang tokoh publik dan tenaga kesehatan akan menâ€¦ https://t.co/clFwjHp8Us",positif
1039,BaBe - Baca Berita,"Sherina: Halo Raffi Ahmad, Setelah Divaksin Bukan Berarti Keluyuran Rame-rame Dong #Twitter #Vaksinasi #Vaksinâ€¦ https://t.co/7Qe1hQA4QO",positif
1040,Bagja Prawira,"Dijamin manjur, ga bakal kecapean lagi temen-temen aktivis Tuli. Siapa yang seneng di sini kalo semua bisa tercapaiâ€¦ https://t.co/bqmTE1sQky",positif
1041,Polda D.I. Yogyakarta,"Kapolda D.I. Yogyakarta Irjen. Pol. Drs. Asep Suhendar, https://t.co/5PI4glj8QX., hari ini (14/1) disuntik vaksin câ€¦ https://t.co/PfcXowYGA7",positif
1042,TIMES INDONESIA,"Presiden RI Jokowi (Joko Widodo) menerima suntikan pertama vaksin Covid-19 Sinovac.
#vaksinsinovac #vaksÃ¬ncovid19â€¦ https://t.co/DKRYWdRMz8",positif
1043,feelfree,#meliaplatinumserumÂ #meliaantiagingÂ #meliapremiumdayÂ #melialipcreamÂ #melialipgelmagicÂ #meliatwowaycakenaturalÂ â€¦ https://t.co/kL8SPxpDoD,positif
1044,Validnews Indonesia,"""Pak Menteri, ada salah satu influencer diundang untuk vaksin, tapi malamnya berpesta tanpa masker dan protokol kesâ€¦ https://t.co/GOmORKX89z",positif
1045,Bhayangkari PR Limpung,#Bhayangkarisiapdivaksincovid19 dan persiapkan dirimu untuk berpartisipasi dalam program vaksin COVID-19!â€¦ https://t.co/KUgMLRR44j,positif
1046,detikinet,"Selain Indonesia, ada juga negara-negara lain yang menggunakan Sinovac vaksin buatan China untuk melawan COVID-19.â€¦ https://t.co/c1rh89bVTg",positif
1047,KADIN Indonesia,"Update Corona: Per 14 Januari, Kasus Harian Corona di Indonesia Bertambah 11.557, info selengkapnya cekâ€¦ https://t.co/0EkZmmhCHG",positif
1048,RRI Surabaya,"Siap di vaksin kan rek?

#vaksin #sinovac #covid19 #pandemi #rrisurabaya #rri

https://t.co/0OJcXsT4iP",positif
1049,Lampung Post (Official),Satgas Penanganan Covid-19 Kota Bandar Lampung tidak mengenakan sanksi denda terhadap pelanggar prokes di Kota Tapiâ€¦ https://t.co/AHYDmxvz43,positif
1050,COVID-19 SUMUT,"Jadi Orang Pertama Sumut yang Divaksin Covid-19, Gubernur Sumut @RahmayadiEdy: Rasanya Semakin Sehat Saya

sumber:â€¦ https://t.co/ey6idUyXy7",positif
1051,Mau gak jadi pacarku?,Akhirnya setelah berbagai masukan sekaligus protes dari masyarakat tentang prokes di acara #televisi yang hanya memâ€¦ https://t.co/HcLXC0r62u,positif
1052,gopos.id,Ketua dan Wakil Ketua DPRD Kabupaten Gorontalo menjadi kelompok pertama Â yang akan divaksin covid-19 di wilayah Kabâ€¦ https://t.co/TtDXh5k4HH,positif
1053,windy wardani,"VAKSIN COVID19 PRODUKSI SINOVAC SUCI DAN HALAL
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/cHxEjMr60R",positif
1054,windy wardani,"MUI PASTIKAN VAKSIN COVID19 DARI SINOVAC HALAL DAN SUCI
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/aMVcqJSKd7",positif
1055,windy wardani,"ALUR 4 MEJA DI PELAKSANAAN VAKSINASI COVID19
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/jlK2KVjJXe",positif
1056,windy wardani,"PENGEMBANGAN VAKSINASI COVID19 TINGKATKAN SENTIMEN POSITIF PROSPEK PEREKONOMIAN
#vaksin #sinovachalalâ€¦ https://t.co/LeNaMv6JVz",positif
1057,windy wardani,"TAHAPAN VAKSINASI COVID19 DI INDONESIA
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/qgpaosUMe2",positif
1058,windy wardani,"TAHAPAN PEMBERIAN VAKSIN
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19â€¦ https://t.co/WJn9Wc8fpV",positif
1059,ðŸ‡²ðŸ‡¾ Ø±ÙŠÙ…Ø§ÙˆXI,"""#Vaksin perlu disegerakan. Bukan pd hujung Feb &amp; hujung Mac""

Hujung Februari itupun sudah menyamai Jepun &amp; mengatâ€¦ https://t.co/DGTjQKsBKa",positif
1060,satrio budi,"Abis divaksin itu kebal coped-19 bkn kebal hukum, Tetap patuhi prokes...

Udah pas blm ni jd buzzer atau influencerâ€¦ https://t.co/jpXxvB4wS0",positif
1061,Media KMJ Unisba,"2/2
Kegiatan tersebut pertanda dimulainya program vaksinasi Covid-19 di Bandung, dengan memprioritaskan tenaga mediâ€¦ https://t.co/POM80hQyE9",positif
1062,sigap88,"#Vaksinasi di #Pasuruan Dilaksanakan Pada Pertengahan Januari 2021 

#VaksinasiNasional 
#Vaksin 
#COVIDãƒ¼19 

https://t.co/xGFdguC2oq",positif
1063,suaramahardika,https://t.co/cd4Y75kDel|MEDAN â€“ Gubernur Sumatera Utara (Sumut) Edy Rahmayadi menerima suntikan vaksin Covid-19 diâ€¦ https://t.co/Muul0EiJuI,positif
1064,Lampung Post (Official),"Vaksinasi perdana di Provinsi Lampung dilaksanakan, Kamis, 14 Januari 2021.
#COVID19 #VaksinCovid19 #Vaksinâ€¦ https://t.co/aee6YWB9c6",positif
1065,Lampung Post (Official),Penyebaran Covid-19 di wilayah Kabupaten Lampung Timur (Lamtim) melonjak dengan penambahan hingga 22 orang positifâ€¦ https://t.co/8SjY6TVIRb,positif
1066,BaBe - Baca Berita,Gubernur Sulsel Nurdin Abdullah Tidak Memenuhi Syarat Disuntik Vaksin Covid #NurdinAbdullah #Vaksinasiâ€¦ https://t.co/U1TS0HSyLS,positif
1067,iNews,"Vaksinasi COVID-19 tahap pertama di Jawa Timur diprioritaskan di tiga kota, yakni Sidoarjo, Gresik, dan Surabaya. Pâ€¦ https://t.co/7DhT5pq7LI",positif
1068,MNC NEWSROOM,"MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihak tanpa terkecuali.

MNC Bank,â€¦ https://t.co/2sK2tws86p",positif
1069,Lampung Post (Official),Kasus terkonfirmasi Covid-19 Lampung kembali bertambah 84 orang. Dengan begitu kasus Covid-19 Lampung menjadi 7.745â€¦ https://t.co/TehxnG4vCE,positif
1070,Agvi Firdaus,"Potrait Ariel Noah usai penyuntikan vaksin di RSKIA Bandung, Kamis, 14 Januari 2021.

Photo taken by: Agvi Firdausâ€¦ https://t.co/znPPPtzKPO",positif
1071,aanpix,"#BeritaFoto #Vaksinasi #Covid_19
#Serambinews.com #Aanpix

Vaksinasi bagi tenaga kesehatan tahap pertama yang dimulâ€¦ https://t.co/5AfG9ZRdly",positif
1072,BaBe - Baca Berita,Ini Daftar 14 Orang Pertama Penerima Vaksin Corona di Kalbar #Vaksin #KalimantanBarat #Untan #Vaksinasiâ€¦ https://t.co/et5nnl4gnC,positif
1073,newsmerahputih,"Istana hanya menasehati @RaffiAhmadLagi yang hadiri acara pesta usai vaksinasi COVID-19.
#merahputihcomâ€¦ https://t.co/KoCPQLJ33O",positif
1074,Republik Merdeka Banten,"Disuntik Vaksin, Airin: Yakin Saja Mudah-mudahan Tidak Kenapa-kenapa - https://t.co/d6vhyOODw5â€¦ https://t.co/qumkEi6PnK",positif
1075,newsmerahputih,"Setelah Raffi, kini giliran Ariel Noah yang disuntik vaksin COVID-19.

#merahputihcom #arielnoah #vaksin https://t.co/LDSqd9WcNL",positif
1076,Vestige Media Indonesia,Menteri Kesehatan (Menkes) Budi Gunadi Sadikin menyebut sebanyak 12 juta vaksin Covid-19 akan siap pada awal Februaâ€¦ https://t.co/R2xwSOmoVn,positif
1077,Warta Kota Official,"Proses Vaksinasi Covid-19 Tahap Pertama di Tangsel Diprediksi Berjalan Selama 1 Bulan, Ini Alasannyaâ€¦ https://t.co/fDrzQcRUQm",positif
1078,karin,"kulo,penjenengan lan sedoyo #twibbonize #vaksin #VaksinasiMelawanPandemi #COVIDãƒ¼19 #vaksincovid19 #wfhâ€¦ https://t.co/75BgXIYBcP",positif
1079,Vjarr,"@sulung_cs @Inter Tujuan utama itu sam . .

#vaksin",positif
1080,Ps.Dr. Gideon Munthe,"Reposted from @junifrius_gultom Alhamdulilah... petugas vaksinasi jarak jauh sudah disiapkanðŸ˜€ðŸ˜€ 
.
.
Ayoooo rame ramâ€¦ https://t.co/iqgD0WOHEm",positif
1081,BaBe - Baca Berita,Sultan HB X: Tak Ada Sanksi Bagi Warga Yogya yang Tolak Vaksin #Vaksin #EfekSampingVaksin #EdukasiVaksinCovid19â€¦ https://t.co/Dyixph90zh,positif
1082,BaBe - Baca Berita,"Pulang ke Tanah Air, Shin Tae-yong dan Pemain Timnas U-19 Indonesia akan Divaksin Covid-19 #ShinTaeyongâ€¦ https://t.co/0MASpDyLke",positif
1083,BaBe - Baca Berita,"Ridwan Kamil: Besok Serempak Vaksinasi Covid-19, Kecuali Kota Bekasi #RidwanKamil #Vaksinasi #RSHasanSadikinâ€¦ https://t.co/nmejythu4V",positif
1084,BaBe - Baca Berita,KWI: Jangan Takut dan Jangan Ragu Terima Vaksin Covid-19 #Virus #Vaksin #EfekSampingVaksin #idi #Vaksinasiâ€¦ https://t.co/EQwooln54t,positif
1085,Azhar Amin,PKS Nilai #Vaksinasi Terhadap Sejumlah Tokoh Belum Meyakinkan Masyarakat - Cakaplah - Berpikir Berbuat Bercakap https://t.co/GqXS2lkIJ4,positif
1086,BaBe - Baca Berita,"Tingkat Partisipasi Tinggi, Jerman Tidak Akan Wajibkan Vaksin Virus Corona Pada Warganya #Vaksinasi #Vaksinâ€¦ https://t.co/dT3aD7OBWD",positif
1087,BaBe - Baca Berita,Walkot Tangerang Batal Divaksin karena Tekanan Darah Tinggi #PemeriksaanFisik #Vaksin #Tekanandarahtinggiâ€¦ https://t.co/aazHFnzCAV,positif
1088,BaBe - Baca Berita,Presiden Turki Erdogan Disuntik Vaksin Sinovac #EdukasiVaksinCovid19 #EfekSampingVaksin #RecepTayyipErdoÄŸanâ€¦ https://t.co/spqFqkavRy,positif
1089,Radio Idola Semarang,Topik Diskusi Pagi ini: Menyukseskan Vaksinasi agar Pandemi Covid-19 Segera Berakhir. Berikut pandangan Epidemiologâ€¦ https://t.co/Va1GYYaa63,positif
1090,BaBe - Baca Berita,"Setelah Divaksin Mesti Diam Menunggu 30 Menit, Ini Tujuannya #Vaksin #CDC #rscm #Vaksinasi #PenyakitDalamâ€¦ https://t.co/oZ9fHjbPza",positif
1091,mwp,"Liput Vaksinasi Covid-19, Gubernur dan Awak Media Ricuh
https://t.co/mn0BZlErDg

#vaksÃ¬ncovid19 #vaksin #covid_19â€¦ https://t.co/bQ91bJSG0Z",positif
1092,mwp,"Gubernur Ganjar Pranowo Divaksin Pertama di Jateng
https://t.co/DcNpmhpWpa

#gubernur #jawatengah #jateng #vaksinâ€¦ https://t.co/yt77kLg1UV",positif
1093,Radio Mercury Surabaya,"#Perspektif96 KAMI SIAP DIVAKSIN....!!! . Yuk, ikuti talkshow interaktif 96FM Mercury dari jam 08.00-09.00. Bersamaâ€¦ https://t.co/Yc0OldXH7k",positif
1094,Hesti Riana,Siap2 divaksin #vaksin #vaksincovid19 https://t.co/yNOAI0JJBk,positif
1095,Radio Idola Semarang,Topik Diskusi Pagi ini: Menyukseskan Vaksinasi agar Pandemi Covid-19 Segera Berakhir. Berikut pandangan Kepala Lembâ€¦ https://t.co/ZeWHSyMd7t,positif
1096,BaBe - Baca Berita,"Menkes Sebut Vaksinasi Covid-19 Mandiri oleh Korporasi Dimungkinkan, Syaratnya? #Vaksin #Vaksinasi #DepKesâ€¦ https://t.co/trbP1tUOZP",positif
1097,Radio Idola Semarang,Topik Diskusi Pagi ini: Menyukseskan Vaksinasi agar Pandemi Covid-19 Segera Berakhir. Berikut pandangan Gubernur Jaâ€¦ https://t.co/gAG49bikoW,positif
1098,Loko Sempolna,"Vaksinasi untuk Indonesia bebas dari pandemi
#Vaksin #Sinovac #indonesia #kalsel #prayforkalsel https://t.co/VAc8lUGpHy",positif
1099,iNews.id,"Terbitkan Telegram, Kapolri Perintahkan Jajaran Kawal Pelaksanaan Vaksinasi Covid

#Kapolri #Vaksin #VaksinasiÂ  https://t.co/ZoCRE28FVA",positif
1100,Loko Sempolna,"Vaksin adalah solusi yang aman, halal, dan efektif. Presiden Jokowi telah membuktikan
#Vaksin #Sinovac #indonesiaâ€¦ https://t.co/lNABh3ALlU",positif
1101,Loko Sempolna,"Vaksinasi aman dan telah diuji oleh Presiden Jokowi
#Vaksin #Sinovac #indonesia #kalsel #prayforkalsel https://t.co/lH81PVzu53",positif
1102,Mouse Rusak,"Vaksinasi untuk Indonesia bebas dari pandemi
#Vaksin #Sinovac #indonesia #kalsel #prayforkalsel https://t.co/XQxVqYCb12",positif
1103,Mouse Rusak,"Vaksin adalah solusi yang aman, halal, dan efektif. Presiden Jokowi telah membuktikan
#Vaksin #Sinovac #indonesiaâ€¦ https://t.co/C1gekxPGPb",positif
1104,Mouse Rusak,"Vaksinasi aman dan telah diuji oleh Presiden Jokowi
#Vaksin #Sinovac #indonesia #kalsel #prayforkalsel https://t.co/1Sw4AZAQnB",positif
1105,Alva,Thread penting tentang sejarah #vaksin ðŸ‘ https://t.co/2edwQw98BI,positif
1106,Rakyat Merdeka,"Top News Koran Rakyat Merdeka

Giliran Ketua MPR Dan DPD Disuntik
Yuk Sukseskan Vaksinasi, Jangan Termakan Hoaks!â€¦ https://t.co/QnRxm1Mpfl",positif
1107,Rakyat Merdeka,"Kehidupan Pasca Vaksin

#Vox #Vaksin #NewNormal #PSBB #vaksincovid19 #VaksinCorona #vaksinasi #Corona #coronavirusâ€¦ https://t.co/CVbfZKwTZv",positif
1108,Rakyat Merdeka,"Top News Koran Rakyat Merdeka

7,9 Juta Orang Di DKI Akan Divaksin Covid 
Jangan Takut, Ayo Kita Sukseskan Vaksinasâ€¦ https://t.co/HLqUZXd4Lr",positif
1109,Ananda Jaya,"Bersatu lawan pandemi

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/lxbV080PoB",positif
1110,Ananda Jaya,"Vaksinnya presiden dan masyarakat sama ko

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/O0H2CGDxWU",positif
1111,Ananda Jaya,"Tak perlu ragu, ayo ikut vaksinasi

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/QcJA8aYQ0j",positif
1112,Ananda Jaya,"Pemerintah pasti sudah mengupayakan vaksin yang cocok untuk kita semua

#Vaksin
#Pandemi 
#Indonesia 
#Virusâ€¦ https://t.co/b2f7uDHTnp",positif
1113,Ananda Jaya,"Semua umat, tak perlu ragu

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/cpUsMbwWHm",positif
1114,Choirun Nasirin,"Emang bener ya
Jadi pengen cepet"" di #Vaksin https://t.co/yXix4bOZjf",positif
1115,BPOM Tanah Bumbu,"Simak infografis berikut yuuuk ðŸ˜ƒ
.
#bpomri #vaksin #sukseskanvaksinasi #kekebalan #jagajarak #pakaimaskerâ€¦ https://t.co/belVdfpuiQ",positif
1116,Jawaban.com,"#Vaksin 

10 Jenis Penyakit Ini Hanya Bisa Ditangkal Lewat Vaksin, Apa Saja Itu? https://t.co/7ZBDirr1jJ",positif
1117,udin,Vaksinasi menjadi momentum yg penting utk mengakhiri pandemi. Dan perlu diingat vaksinasi bukanlah pencegahan. Namâ€¦ https://t.co/vgadO8w0BA,positif
1118,Kata Batam,"Persiapan di Batam Sudah Komplet, Pagi Ini Vaksinasi Covid-19 Tahap I, Dimulai
#Batam #Vaksinâ€¦ https://t.co/qFknaA1Gfk",positif
1119,Rakyat Merdeka,"Top News Koran Rakyat Merdeka

Pesta Di Acara Ultah 
Raffi Di-bully, Ahok Juga

@RaffiAhmadLagi @basuki_btpâ€¦ https://t.co/Re1CoY4yFo",positif
1120,newsmerahputih,Disney Resort akan dialihfungsikan jadi lokasi vaksinasi COVID-19 terbesar pertama di Orange County.â€¦ https://t.co/GKUIjHoPqA,positif
1121,beritajatim,"PROSESI PERDANA VAKSINASI COVID-19 DI SURABAYA
https://t.co/YpBkalZlOw
#surabaya #Vaksin",positif
1122,Indonesia Baik,Hi sohIB! kamu tidak prl khawatir dgn nilai efikasi vaksin Sinovac di Indonesia ya. Ini dia penjelasannyaâ€¦ https://t.co/r4iq2vVXne,positif
1123,BaBe - Baca Berita,"Disuntik Vaksin Covid-19, Gubernur Sumut Edy Rahmayadi Sempat Tegang #EdyRahmayadi #EfekSampingVaksinâ€¦ https://t.co/S2Bk2BbIaq",positif
