No,user_name,text,label,lowercase,remove,tweet_clean
767,JATIASIH And More !,"Jokowi: Saat Disuntik Vaksin Nggak Terasa, Setelah 2 Jam Agak Pegal
Klik untuk baca: https://t.co/3Eippnw6yv - Siapâ€¦ https://t.co/CJfd2fxRyO",positif,"jokowi: saat disuntik vaksin nggak terasa, setelah  jam agak pegal
klik untuk baca: https://t.co/3eippnw6yv - siapâ€¦ https://t.co/cjfd2fxryo",jokowi saat disuntik vaksin nggak terasa setelahjam agak pegalklik untuk baca ,"['jokowi', 'disuntik', 'vaksin', 'nggak', 'setelahjam', 'pegalklik', 'baca']"
771,achmedislamic.com,"Banyak yg meragukan suntikan vaksin pak jokowi. Ok, jawab 2 pertanyaan ini:

1. Apa bukti logis dan autentik vaksinâ€¦ https://t.co/CbolaY3R7A",positif,"banyak yg meragukan suntikan vaksin pak jokowi. ok, jawab  pertanyaan ini:

1. apa bukti logis dan autentik vaksinâ€¦ https://t.co/cbolay3r7a",banyak yg meragukan suntikan vaksin pak jokowi ok jawabpertanyaan ini apa bukti logis dan autentik vaksin ,"['yg', 'meragukan', 'suntikan', 'vaksin', 'jokowi', 'ok', 'jawabpertanyaan', 'bukti', 'logis', 'autentik', 'vaksin']"
773,Mas Yud,"Menurutku, #vaksin itu mirip helm atau sabuk pengaman - bermanfaat untuk melindungi diri. Bedanya, vaksin juga memuâ€¦ https://t.co/zKOWnjU7GV",positif,"menurutku, #vaksin itu mirip helm atau sabuk pengaman - bermanfaat untuk melindungi diri. bedanya, vaksin juga memuâ€¦ https://t.co/zkownju7gv",menurutku itu mirip helm atau sabuk pengaman  bermanfaat untuk melindungi diri bedanya vaksin juga memu ,"['menurutku', 'helm', 'sabuk', 'pengamanbermanfaat', 'melindungi', 'bedanya', 'vaksin', 'memu']"
774,Doremindo Agency (DOâ€™A),"Mengapa vaksin itu penting?
Pemerintah Indonesia dan negara-negara di dunia berlomba untuk menemukan dan memproduksâ€¦ https://t.co/ykW1aTxbgI",positif,"mengapa vaksin itu penting?
pemerintah indonesia dan negara-negara di dunia berlomba untuk menemukan dan memproduksâ€¦ https://t.co/ykw1atxbgi",mengapa vaksin itu pentingpemerintah indonesia dan negaranegara di dunia berlomba untuk menemukan dan memproduks ,"['vaksin', 'pentingpemerintah', 'indonesia', 'negaranegara', 'dunia', 'berlomba', 'menemukan', 'memproduks']"
775,Tugu Jogja,"3 daerah di Jawa Tengah dijadwalkan akan menerima vaksinasi COVID-19 pada Kamis, 14 Januari 2021 esok. Sejauh ini Gâ€¦ https://t.co/JXnHAMiKBM",positif,"3 daerah di jawa tengah dijadwalkan akan menerima vaksinasi covid-19 pada kamis, 14 januari 021 esok. sejauh ini gâ€¦ https://t.co/jxnhamikbm", daerah di jawa tengah dijadwalkan akan menerima vaksinasi covid pada kamisjanuariesok sejauh ini g ,"['daerah', 'jawa', 'dijadwalkan', 'menerima', 'vaksinasi', 'covid', 'kamisjanuariesok', 'g']"
778,Putu,"Ayo poling suka-suka santai

Jika sekarang anda ditawari vaksin oleh pemerintah dan anda dikasi pilihan boleh menerâ€¦ https://t.co/CnOvtrMozr",positif,"ayo poling suka-suka santai

jika sekarang anda ditawari vaksin oleh pemerintah dan anda dikasi pilihan boleh menerâ€¦ https://t.co/cnovtrmozr",ayo poling sukasuka santaijika sekarang anda ditawari vaksin oleh pemerintah dan anda dikasi pilihan boleh mener ,"['ayo', 'poling', 'sukasuka', 'santaijika', 'ditawari', 'vaksin', 'pemerintah', 'dikasi', 'pilihan', 'mener']"
780,ingatcovidingatmasker,"#vaksinasi 

Gubernur Aceh, @niriansyah bersama 29 orang pejabat lainnya dijadwalkan akan menjadi penerima pertamaâ€¦ https://t.co/8A7deuyxFp",positif,"#vaksinasi 

gubernur aceh, @niriansyah bersama 9 orang pejabat lainnya dijadwalkan akan menjadi penerima pertamaâ€¦ https://t.co/8a7deuyxfp",gubernur acehbersamaorang pejabat lainnya dijadwalkan akan menjadi penerima pertama ,"['gubernur', 'acehbersamaorang', 'pejabat', 'dijadwalkan', 'penerima']"
782,Humas Pemerintah Aceh,"LIVE Vaksinasi Covid-19 Perdana di Indonesia, 13 Januari 2021, Pukul 09:00 WIB

#Youtube Sekretariat Presidenâ€¦ https://t.co/qfelE46fOJ",positif,"live vaksinasi covid-19 perdana di indonesia, 13 januari 021, pukul 09:00 wib

#youtube sekretariat presidenâ€¦ https://t.co/qfele46foj",live vaksinasi covid perdana di indonesiajanuaripukul  wibsekretariat presiden ,"['live', 'vaksinasi', 'covid', 'perdana', 'indonesiajanuaripukulwibsekretariat', 'presiden']"
783,alim,"Bismillah... Indonesia Sehat

1. Kiai Ahmad Ishomuddin (Rais Syuriyah PBNU) di vaksin di Istana Negara pada hari inâ€¦ https://t.co/rHBEJu9ctv",positif,"bismillah... indonesia sehat

1. kiai ahmad ishomuddin rais syuriyah pbnu) di vaksin di istana negara pada hari inâ€¦ https://t.co/rhbeju9ctv",bismillah indonesia sehat kiai ahmad ishomuddin rais syuriyah pbnu di vaksin di istana negara pada hari in ,"['bismillah', 'indonesia', 'sehat', 'kiai', 'ahmad', 'ishomuddin', 'rais', 'syuriyah', 'pbnu', 'vaksin', 'istana', 'negara', 'in']"
788,KOSONG,"Pasal 28E ayat 3 undang undang 1945 tentang bebas berpendapat, dengan hal ini kita bebas berpendapat tentangâ€¦ https://t.co/P4mxjSbtuM",positif,"pasal 8e ayat 3 undang undang 1945 tentang bebas berpendapat, dengan hal ini kita bebas berpendapat tentangâ€¦ https://t.co/p4mxjsbtum",pasal e ayatundang undangtentang bebas berpendapat dengan hal ini kita bebas berpendapat tentang ,"['pasal', 'e', 'ayatundang', 'undangtentang', 'bebas', 'berpendapat', 'bebas', 'berpendapat']"
790,ilham khoiri,Efikasi (daya menahan penyakit) dari #Vaksin Sinovac yg dicoba Pak Presiden Jokowi dan diterapkan di Indonesia sekiâ€¦ https://t.co/Zi9RkUhfdE,positif,efikasi daya menahan penyakit) dari #vaksin sinovac yg dicoba pak presiden jokowi dan diterapkan di indonesia sekiâ€¦ https://t.co/zi9rkuhfde,efikasi daya menahan penyakit dari sinovac yg dicoba pak presiden jokowi dan diterapkan di indonesia seki ,"['efikasi', 'daya', 'menahan', 'penyakit', 'sinovac', 'yg', 'dicoba', 'presiden', 'jokowi', 'diterapkan', 'indonesia', 'seki']"
792,kieraha.com,Calon Penumpang Kapal di Ternate Maluku Utara Protes Harga Rapid â€˜Selangitâ€™ #COVID19 #Vaksin #rapid https://t.co/u2UBKE8q91,positif,calon penumpang kapal di ternate maluku utara protes harga rapid â€˜selangitâ€™ #covid19 #vaksin #rapid https://t.co/u2ubke8q91,calon penumpang kapal di ternate maluku utara protes harga rapid selangit ,"['calon', 'penumpang', 'kapal', 'ternate', 'maluku', 'utara', 'protes', 'harga', 'rapid', 'selangit']"
794,Doblajaya,"Minum jamu tradisional, sehat lhoo ðŸ˜Š

#vaksin",positif,"minum jamu tradisional, sehat lhoo ðÿ˜š

#vaksin",minum jamu tradisional sehat lhoo  ,"['minum', 'jamu', 'tradisional', 'sehat', 'lhoo']"
795,ð—”ð—¯ð—¶ð—² ð—”ð˜€ð—°ð—µð—®ð—¿ð—®...â„¢,@ArifinNKRI1 Hadir dalam #Vaksinasi untuk Negeri...ðŸ˜â˜ï¸,positif,@arifinnkri1 hadir dalam #vaksinasi untuk negeri...ðÿ˜â˜ï¸, hadir dalam untuk negeri???,"['hadir', 'negeri']"
798,Suara Anak Bangsa,Pastikan badan fit saat di suntik vaksin! Begitu.#Vaksin Covid-19,positif,pastikan badan fit saat di suntik vaksin! begitu.#vaksin covid-19,pastikan badan fit saat di suntik vaksin begitucovid,"['pastikan', 'badan', 'fit', 'suntik', 'vaksin', 'begitucovid']"
799,Beben S. Adi Nugroho,"Shin Tae-yong Bakal Jadi Penerima Vaksin Covid-19 di Indonesia
https://t.co/rxBbETtARM https://t.co/yoz2Ofytgj #bolalob #vaksin #COVID19",positif,"shin tae-yong bakal jadi penerima vaksin covid-19 di indonesia
https://t.co/rxbbettarm https://t.co/yoz2ofytgj #bolalob #vaksin #covid19",shin taeyong bakal jadi penerima vaksin covid di indonesia,"['shin', 'taeyong', 'penerima', 'vaksin', 'covid', 'indonesia']"
801,zwrff,"ayo, vaksinnya Kaka
#vaksin #COVID19 #cu #an",positif,"ayo, vaksinnya kaka
#vaksin #covid19 #cu #an",ayo vaksinnya kaka ,"['ayo', 'vaksinnya', 'kaka']"
803,Pricecilia Doom ðŸ‘©â€ðŸ¦°,@ArifinNKRI1 Mari kita dukung #vaksinasi untuk negeri tercinta dan terbebas dari pandemi covid19. https://t.co/WOtWjMajds,positif,@arifinnkri1 mari kita dukung #vaksinasi untuk negeri tercinta dan terbebas dari pandemi covid19. https://t.co/wotwjmajds, mari kita dukung untuk negeri tercinta dan terbebas dari pandemi covid ,"['mari', 'dukung', 'negeri', 'tercinta', 'terbebas', 'pandemi', 'covid']"
804,Budi Yono,"Tetap patuhi protokol kesehatan, semoga covid segera berlalu..
#nupedulicovid19
#sukses
#vaksinasi
#lampungâ€¦ https://t.co/Q8c7L6i0Dw",positif,"tetap patuhi protokol kesehatan, semoga covid segera berlalu..
#nupedulicovid19
#sukses
#vaksinasi
#lampungâ€¦ https://t.co/q8c7l6i0dw",tetap patuhi protokol kesehatan semoga covid segera berlalu     ,"['patuhi', 'protokol', 'kesehatan', 'semoga', 'covid']"
806,Kantah Kota Jakarta Utara,"PemerintahÂ melangsungkan vaksinasi perdana mulai 13 Januari, hari ini. Presiden Joko Widodo (Jokowi) dan para pejabâ€¦ https://t.co/EEDWh36DDg",positif,"pemerintahâ melangsungkan vaksinasi perdana mulai 13 januari, hari ini. presiden joko widodo jokowi) dan para pejabâ€¦ https://t.co/eedwh36ddg",pemerintah?melangsungkan vaksinasi perdana mulaijanuari hari ini presiden joko widodo jokowi dan para pejab ,"['pemerintahmelangsungkan', 'vaksinasi', 'perdana', 'mulaijanuari', 'presiden', 'joko', 'widodo', 'jokowi', 'pejab']"
807,fans city,Memaksa dan menyadarkan merupakan dua hal berbeda walaupun tujuannya sama #Vaksin,positif,memaksa dan menyadarkan merupakan dua hal berbeda walaupun tujuannya sama #vaksin,memaksa dan menyadarkan merupakan dua hal berbeda walaupun tujuannya sama,"['memaksa', 'menyadarkan', 'berbeda', 'tujuannya']"
809,Tribunnews Sultra,Dokter yang Suntikkan Vaksin Covid-19 ke Jokowi Ungkap Alasan Gemetar: Pertamanya Saja https://t.co/hUVmS9lu6Z viaâ€¦ https://t.co/yQczitzMpo,positif,dokter yang suntikkan vaksin covid-19 ke jokowi ungkap alasan gemetar: pertamanya saja https://t.co/huvms9lu6z viaâ€¦ https://t.co/yqczitzmpo,dokter yang suntikkan vaksin covid ke jokowi ungkap alasan gemetar pertamanya saja ,"['dokter', 'suntikkan', 'vaksin', 'covid', 'jokowi', 'alasan', 'gemetar', 'pertamanya']"
810,Eflata Media,"Vaksinasi COVID-19 sudah mulai jalan, nih. Eh, tapi kok katanya ada yang nolak divaksin dan siap disanksi. Kalian gâ€¦ https://t.co/Fy0bWRe63t",positif,"vaksinasi covid-19 sudah mulai jalan, nih. eh, tapi kok katanya ada yang nolak divaksin dan siap disanksi. kalian gâ€¦ https://t.co/fy0bwre63t",vaksinasi covid sudah mulai jalan nih eh tapi kok katanya ada yang nolak divaksin dan siap disanksi kalian g ,"['vaksinasi', 'covid', 'jalan', 'nih', 'eh', 'nolak', 'divaksin', 'disanksi', 'g']"
812,Nur Amelia Hans,Ikut vaksin yuk #sangeberat #vaksin https://t.co/y8IvWjU3zO,positif,ikut vaksin yuk #sangeberat #vaksin https://t.co/y8ivwju3zo,ikut vaksin yuk ,"['vaksin', 'yuk']"
814,hiendar,"Yes. Vaksin sudah mulai disuntikkan.
Semoga bisa segera distribusi dan menjadi awal yg lebih baik. 
Come on 2021!
#vaksin",positif,"yes. vaksin sudah mulai disuntikkan.
semoga bisa segera distribusi dan menjadi awal yg lebih baik. 
come on 021!
#vaksin",yes vaksin sudah mulai disuntikkansemoga bisa segera distribusi dan menjadi awal yg lebih baik come on  ,"['yes', 'vaksin', 'disuntikkansemoga', 'distribusi', 'yg', 'come', 'on']"
816,Mas Yori,"Presiden Jokowi Terima Suntikan Perdana Vaksin Covid19 https://t.co/dhkbYh9FUo lewat @YouTube 
#jokowi #vaksinâ€¦ https://t.co/QaOflGz1Be",positif,"presiden jokowi terima suntikan perdana vaksin covid19 https://t.co/dhkbyh9fuo lewat @youtube 
#jokowi #vaksinâ€¦ https://t.co/qaoflgz1be",presiden jokowi terima suntikan perdana vaksin covid ,"['presiden', 'jokowi', 'terima', 'suntikan', 'perdana', 'vaksin', 'covid']"
818,cintadamai,"@ArifinNKRI1 Siap masquh insya Allah dgn adanya #vaksinasi ini, awal pergi dan musnahnya si CoronaðŸ‘",positif,"@arifinnkri1 siap masquh insya allah dgn adanya #vaksinasi ini, awal pergi dan musnahnya si coronaðÿ‘", siap masquh insya allah dgn adanya ini awal pergi dan musnahnya si corona,"['masquh', 'insya', 'allah', 'dgn', 'pergi', 'musnahnya', 'si', 'corona']"
820,Cahyadi Saputra,Kadiskes Riau: Vaksin Itu untuk Tekan Transmisi Covid-19 Hingga Kasus Kematian: #vaksin #kesehatan #kesehatan The pâ€¦ https://t.co/XZoZftNYVs,positif,kadiskes riau: vaksin itu untuk tekan transmisi covid-19 hingga kasus kematian: #vaksin #kesehatan #kesehatan the pâ€¦ https://t.co/xzozftnyvs,kadiskes riau vaksin itu untuk tekan transmisi covid hingga kasus kematian the p ,"['kadiskes', 'riau', 'vaksin', 'tekan', 'transmisi', 'covid', 'kematian', 'the', 'p']"
821,Beepdo,"Percaya Pemerintah, Roger Danuarta dan Cut Meyriska Bakal Ikuti Jejak Raffi Ahmad, Divaksin https://t.co/DQ5cs49EHuâ€¦ https://t.co/Y0VzuAwU2m",positif,"percaya pemerintah, roger danuarta dan cut meyriska bakal ikuti jejak raffi ahmad, divaksin https://t.co/dq5cs49ehuâ€¦ https://t.co/y0vzuawu2m",percaya pemerintah roger danuarta dan cut meyriska bakal ikuti jejak raffi ahmad divaksin ,"['percaya', 'pemerintah', 'roger', 'danuarta', 'cut', 'meyriska', 'ikuti', 'jejak', 'raffi', 'ahmad', 'divaksin']"
822,mastjy,"Jual Iphone 7 Rose Gold 128Gb Rp3.230.000 | Pesan via Bukalapak, klik â†’ https://t.co/9UAz9OOIl4 #vaksin",positif,"jual iphone 7 rose gold 128gb rp3.230.000  pesan via bukalapak, klik â†’ https://t.co/9uaz9ooil4 #vaksin",jual iphonerose gold gb rppesan via bukalapak klik  ,"['jual', 'iphonerose', 'gold', 'gb', 'rppesan', 'via', 'bukalapak', 'klik']"
824,Dhonisur,"katanya Bapa Jokowi orang pertama yg suntik vaksin, brrti orang yg membuat vaksin tersebut ga ngelakuin percobaan,â€¦ https://t.co/xcKZ1kC7aF",positif,"katanya bapa jokowi orang pertama yg suntik vaksin, brrti orang yg membuat vaksin tersebut ga ngelakuin percobaan,â€¦ https://t.co/xckz1kc7af",katanya bapa jokowi orang pertama yg suntik vaksin brrti orang yg membuat vaksin tersebut ga ngelakuin percobaan ,"['bapa', 'jokowi', 'orang', 'yg', 'suntik', 'vaksin', 'brrti', 'orang', 'yg', 'vaksin', 'ga', 'ngelakuin', 'percobaan']"
826,slingbag.s,"Gasss murah nih âœ¨

#LengkapnyaUntukSemua #SJ182 #vaksin #VaksinKitaDatangLagi https://t.co/GdW2uRwnjv",positif,"gasss murah nih âœ¨

#lengkapnyauntuksemua #sj182 #vaksin #vaksinkitadatanglagi https://t.co/gdw2urwnjv",gasss murah nih ??,"['gasss', 'murah', 'nih']"
827,Indonesian Jewelry Stone,"Dampak #COVID19 
1. Buzzer2 makin sengit perang hastag di #Twitter, 
2. yg joget2 di #TikTok makin absurd,
3. Pedagâ€¦ https://t.co/fIhvWMbg6e",positif,"dampak #covid19 
1. buzzer2 makin sengit perang hastag di #twitter, 
2. yg joget2 di #tiktok makin absurd,
3. pedagâ€¦ https://t.co/fihvwmbg6e",dampak  buzzer makin sengit perang hastag di  yg joget di makin absurd pedag ,"['dampakbuzzer', 'sengit', 'perang', 'hastag', 'diyg', 'joget', 'absurd', 'pedag']"
828,RSUP Fatmawati Jakarta,Vaksinasi Covid-19 yang akan digunakan di Indonesia adalah Vaksin yang telah diuji melalui Penelitian di berbagai Nâ€¦ https://t.co/A6qYhOHY2Y,positif,vaksinasi covid-19 yang akan digunakan di indonesia adalah vaksin yang telah diuji melalui penelitian di berbagai nâ€¦ https://t.co/a6qyhohy2y,vaksinasi covid yang akan digunakan di indonesia adalah vaksin yang telah diuji melalui penelitian di berbagai n ,"['vaksinasi', 'covid', 'indonesia', 'vaksin', 'diuji', 'penelitian', 'n']"
830,KONGKORONGOK,"Vaksin Covid-19 Sinovac Sudah Sampai di Puskesmas
Klik:
https://t.co/dbszYGVFJ0

#VaksinYoVaksinâ€¦ https://t.co/vx86B5Qlos",positif,"vaksin covid-19 sinovac sudah sampai di puskesmas
klik:
https://t.co/dbszygvfj0

#vaksinyovaksinâ€¦ https://t.co/vx86b5qlos",vaksin covid sinovac sudah sampai di puskesmasklik  ,"['vaksin', 'covid', 'sinovac', 'puskesmasklik']"
839,Event Pemalang,"Saksikan : live streaming Vaksinasi Pertama Di Jateng Bareng Gubernur @ganjarpranowo
dan Wakil Gubernur @TajYasinMZâ€¦ https://t.co/N1tpbgNQKy",positif,"saksikan  live streaming vaksinasi pertama di jateng bareng gubernur @ganjarpranowo
dan wakil gubernur @tajyasinmzâ€¦ https://t.co/n1tpbgnqky",saksikanlive streaming vaksinasi pertama di jateng bareng gubernur dan wakil gubernur  ,"['saksikanlive', 'streaming', 'vaksinasi', 'jateng', 'bareng', 'gubernur', 'wakil', 'gubernur']"
840,PMN RS MATA CICENDO,Sahabat Mata ..mari kita sukseskan #vaksinasi #covid19 di Indonesia yg bertujuan untuk melindungi &amp; memperkuat sistâ€¦ https://t.co/G7iKs4DEHV,positif,sahabat mata .mari kita sukseskan #vaksinasi #covid19 di indonesia yg bertujuan untuk melindungi &amp; memperkuat sistâ€¦ https://t.co/g7iks4dehv,sahabat mata mari kita sukseskan di indonesia yg bertujuan untuk melindungi amp memperkuat sist ,"['sahabat', 'mata', 'mari', 'sukseskan', 'indonesia', 'yg', 'bertujuan', 'melindungi', 'amp', 'memperkuat', 'sist']"
844,disnakkeswanjtg,"Pagi ini pak Gub @ganjarpranowo, Wagub Taj Yasin, tokoh agama hingga jajaran Forkopimda dan tenaga kesehatan di tigâ€¦ https://t.co/BU1jZKUK05",positif,"pagi ini pak gub @ganjarpranowo, wagub taj yasin, tokoh agama hingga jajaran forkopimda dan tenaga kesehatan di tigâ€¦ https://t.co/bu1jzkuk05",pagi ini pak gubwagub taj yasin tokoh agama hingga jajaran forkopimda dan tenaga kesehatan di tig ,"['pagi', 'gubwagub', 'taj', 'yasin', 'tokoh', 'agama', 'jajaran', 'forkopimda', 'tenaga', 'kesehatan', 'tig']"
846,Hadi,"Indonesia Maju , Indonesia Hebat 

#vaksin #psbb #newnormal #indonesia #obatdiabetes #kistasembuh #teknologiâ€¦ https://t.co/B006FYO1Ms",positif,"indonesia maju  indonesia hebat 

#vaksin #psbb #newnormal #indonesia #obatdiabetes #kistasembuh #teknologiâ€¦ https://t.co/b006fyo1ms",indonesia majuindonesia hebat   ,"['indonesia', 'majuindonesia', 'hebat']"
847,HumasPolsekKuta,"Kapolsek Kuta Polresta Denpasar Kompol Gusti Agung Ayu Udayani Addi, S.H. S.I.K., lakukan pengawasan dan pengecekanâ€¦ https://t.co/5xz4d4Biiz",positif,"kapolsek kuta polresta denpasar kompol gusti agung ayu udayani addi, s.h. s.i.k., lakukan pengawasan dan pengecekanâ€¦ https://t.co/5xz4d4biiz",kapolsek kuta polresta denpasar kompol gusti agung ayu udayani addi sh sik lakukan pengawasan dan pengecekan ,"['kapolsek', 'kuta', 'polresta', 'denpasar', 'kompol', 'gusti', 'agung', 'ayu', 'udayani', 'addi', 'sh', 'sik', 'lakukan', 'pengawasan', 'pengecekan']"
851,Kompas Data,"Dalam sejarah penanganan penyakit di Indonesia, pelaksanaan program vaksinasi dan imunisasi bukanlah hal baru. Progâ€¦ https://t.co/5egOfTMBzq",positif,"dalam sejarah penanganan penyakit di indonesia, pelaksanaan program vaksinasi dan imunisasi bukanlah hal baru. progâ€¦ https://t.co/5egoftmbzq",dalam sejarah penanganan penyakit di indonesia pelaksanaan program vaksinasi dan imunisasi bukanlah hal baru prog ,"['sejarah', 'penanganan', 'penyakit', 'indonesia', 'pelaksanaan', 'program', 'vaksinasi', 'imunisasi', 'prog']"
854,94.8 FM FIT Radio Bandung,"Vaksinasi Covid-19 sudah dimulai kemarin, setelah fatwa halal MUI, dan izin pakai darurat dikeluarkan Badan Pengawaâ€¦ https://t.co/cBpWx9rvly",positif,"vaksinasi covid-19 sudah dimulai kemarin, setelah fatwa halal mui, dan izin pakai darurat dikeluarkan badan pengawaâ€¦ https://t.co/cbpwx9rvly",vaksinasi covid sudah dimulai kemarin setelah fatwa halal mui dan izin pakai darurat dikeluarkan badan pengawa ,"['vaksinasi', 'covid', 'kemarin', 'fatwa', 'halal', 'mui', 'izin', 'pakai', 'darurat', 'dikeluarkan', 'badan', 'pengawa']"
860,Mouse Rusak,"Vaksinasi Covid-19 telah dimulai
#vaksin #sinovac #covid19 https://t.co/JARItWOzJn",positif,"vaksinasi covid-19 telah dimulai
#vaksin #sinovac #covid19 https://t.co/jaritwozjn",vaksinasi covid telah dimulai,"['vaksinasi', 'covid']"
862,indotelko,Grab usul mitranya menjadi yang pertama divaksin https://t.co/Rj7CquNM4r #vaksin #VaksinCorona #VaksinSinovac #RaffiAhmad,positif,grab usul mitranya menjadi yang pertama divaksin https://t.co/rj7cqunm4r #vaksin #vaksincorona #vaksinsinovac #raffiahmad,grab usul mitranya menjadi yang pertama divaksin ,"['grab', 'usul', 'mitranya', 'divaksin']"
870,IG: bobotohlada,"Hehehe, kalian mesti paham lah, apa yang aing maksud ðŸ¤­. 

#vaksin #liga #persib #persibbandung #bobotohlada https://t.co/04YxB8rwDa",positif,"hehehe, kalian mesti paham lah, apa yang aing maksud ðÿ¤­. 

#vaksin #liga #persib #persibbandung #bobotohlada https://t.co/04yxb8rwda",hehehe kalian mesti paham lah apa yang aing maksud ?? ,"['hehehe', 'mesti', 'paham', 'aing', 'maksud']"
871,NusantaraKu Media,"[Hiburan]

Raffi Ahmad menjadi artis pertama di Indonesia yang menerima vaksin COVID-19. 

#NusantaraKuâ€¦ https://t.co/KdOhSiGZ6q",positif,"[hiburan]

raffi ahmad menjadi artis pertama di indonesia yang menerima vaksin covid-19. 

#nusantarakuâ€¦ https://t.co/kdohsigz6q",[hiburan]raffi ahmad menjadi artis pertama di indonesia yang menerima vaksin covid   ,"['hibura', 'raffi', 'ahmad', 'artis', 'indonesia', 'menerima', 'vaksin', 'covid']"
873,BALI PORTAL NEWS,"GUBERNUR BALI, WAYAN KOSTER DISUNTIK VAKSIN COVID-19, KAMIS (14/1/2021).
.
ðŸ“·aar/bpn
#bali #baliportalnewsTVâ€¦ https://t.co/uWk4LO2pId",positif,"gubernur bali, wayan koster disuntik vaksin covid-19, kamis 14/1/2021).
.
ðÿ“·aar/bpn
#bali #baliportalnewstvâ€¦ https://t.co/uwk4lo2pid",gubernur bali wayan koster disuntik vaksin covid kamis //?aar/bpn  ,"['gubernur', 'bali', 'wayan', 'koster', 'disuntik', 'vaksin', 'covid', 'kamis', 'aarbpn']"
874,DisperakimJtg #HUTJateng70,"""Rasane koyo dicokot semut"".....
simak yuk penuturan Bapak Ganjar pasca di Suntik Covid-19...
@ganjarpranowoâ€¦ https://t.co/e8YY3eyaR1",positif,"""rasane koyo dicokot semut"".....
simak yuk penuturan bapak ganjar pasca di suntik covid-19...
@ganjarpranowoâ€¦ https://t.co/e8yy3eyar1",rasane koyo dicokot semutsimak yuk penuturan bapak ganjar pasca di suntik covid ,"['rasane', 'koyo', 'dicokot', 'semutsimak', 'yuk', 'penuturan', 'ganjar', 'pasca', 'suntik', 'covid']"
880,IG : ð—£ð—˜ð—žð—”ð—Ÿð—¢ð—¡ð—šð—”ð—¡ð—œð—¡ð—™ð—¢,"Next bakal banyak foto lucu rakyat saat divaksin.

ðŸ“· Dari Berbagai Sumber
#pekalonganinfo #vaksin https://t.co/gNq5KkntpO",positif,"next bakal banyak foto lucu rakyat saat divaksin.

ðÿ“· dari berbagai sumber
#pekalonganinfo #vaksin https://t.co/gnq5kkntpo",next bakal banyak foto lucu rakyat saat divaksin? dari berbagai sumber,"['next', 'foto', 'lucu', 'rakyat', 'divaksin', 'sumber']"
884,Suryaghaniy_,"vaksin yg dibutuhkan bangsa +62

#Titan 
#vaksin
#aot 
#deklarasiperang https://t.co/C64hdE98h5",positif,"vaksin yg dibutuhkan bangsa 62

#titan 
#vaksin
#aot 
#deklarasiperang https://t.co/c64hde98h5",vaksin yg dibutuhkan bangsa  ,"['vaksin', 'yg', 'dibutuhkan', 'bangsa']"
885,pamela #beauty,VAKSIN Di Mulai. Presiden JOKOWI Jadi Yang Pertama https://t.co/XfdbMfySK4 via @YouTube #vaksin #jokowi #indonesia,positif,vaksin di mulai. presiden jokowi jadi yang pertama https://t.co/xfdbmfysk4 via @youtube #vaksin #jokowi #indonesia,vaksin di mulai presiden jokowi jadi yang pertama ,"['vaksin', 'presiden', 'jokowi']"
886,karin,Pada masa nya nanti ini akan menjadi sejarah... #Covid_19 #vaksin https://t.co/T7F24sntjP,positif,pada masa nya nanti ini akan menjadi sejarah... #covid_19 #vaksin https://t.co/t7f24sntjp,pada masa nya nanti ini akan menjadi sejarah ,"['nya', 'sejarah']"
887,Kejaksaan Negeri Kepahiang,"Korps Kejaksaan RI siap mendukung Program Vaksinasi COVID-19.
Tetap patuhi protokol kesehatan 3M (Memakai Masker, Mâ€¦ https://t.co/uNDE7zmtfz",positif,"korps kejaksaan ri siap mendukung program vaksinasi covid-19.
tetap patuhi protokol kesehatan 3m memakai masker, mâ€¦ https://t.co/unde7zmtfz",korps kejaksaan ri siap mendukung program vaksinasi covidtetap patuhi protokol kesehatan m memakai masker m ,"['korps', 'kejaksaan', 'ri', 'mendukung', 'program', 'vaksinasi', 'covidtetap', 'patuhi', 'protokol', 'kesehatan', 'm', 'memakai', 'masker', 'm']"
888,KJRI Guangzhou,"Ayo kita dukung program nasional vaksinasi, untuk menekan tingkat penyebaran #covid19

#negaramelindungi #vaksin https://t.co/jPly13HD5m",positif,"ayo kita dukung program nasional vaksinasi, untuk menekan tingkat penyebaran #covid19

#negaramelindungi #vaksin https://t.co/jply13hd5m",ayo kita dukung program nasional vaksinasi untuk menekan tingkat penyebaran,"['ayo', 'dukung', 'program', 'nasional', 'vaksinasi', 'menekan', 'tingkat', 'penyebaran']"
891,Tribun Jambi,"Vaksinasi Perdana di Provinsi Jambi Dilaksanakan di Rumdis Gubernur Hari Ini, Begini Suasananya

#vaksinasiâ€¦ https://t.co/fvs3qCbjFg",positif,"vaksinasi perdana di provinsi jambi dilaksanakan di rumdis gubernur hari ini, begini suasananya

#vaksinasiâ€¦ https://t.co/fvs3qcbjfg",vaksinasi perdana di provinsi jambi dilaksanakan di rumdis gubernur hari ini begini suasananya  ,"['vaksinasi', 'perdana', 'provinsi', 'jambi', 'dilaksanakan', 'rumdis', 'gubernur', 'suasananya']"
